100,11.47703504562378,10.293540716171265,14.427231788635254,8.617609024047852,5.6653008460998535,16.154511213302612,9.626670122146606,5.236318349838257
200,22.108337879180908,14.505929231643677,21.41260862350464,18.643699169158936,100000000.0,15.443331956863403,42.591065645217896,13.845417261123657
300,17.716153860092163,55.63219213485718,72.48929619789124,58.327096462249756,57.869473695755005,88.53733229637146,66.42077827453613,182.91113710403442
400,100000000.0,100000000.0,100000000.0,112.66578459739685,189.44551992416382,78.5467598438263,44.708683013916016,77.85637784004211
500,128.3949682712555,166.06155395507812,223.78137493133545,195.48439478874207,238.95079731941223,100000000.0,100.51345634460449,148.69232392311096
600,237.40397334098816,100000000.0,100000000.0,162.5894432067871,100000000.0,309.9358260631561,128.1029634475708,159.1766414642334
700,316.47761583328247,122.47044062614441,244.6557478904724,258.52493166923523,459.8668065071106,93.19897866249084,267.1394281387329,78.81371426582336
800,416.70796513557434,224.24325323104858,310.0619959831238,608.4418182373047,351.03256940841675,316.6845326423645,343.3360114097595,250.84715628623962
900,556.923935174942,296.45932149887085,660.6208086013794,100000000.0,365.8489043712616,1425.8687036037445,3018.5609242916107,100000000.0
1000,1280.1263806819916,1869.3427221775055,418.27036809921265,593.8744473457336,100000000.0,428.9449317455292,100000000.0,1011.002548456192
