100,470,822,883,647,307,1025,672,375
200,779,446,597,473,100000000,579,1077,435
300,279,1329,2510,1422,1248,1768,1222,3720
400,100000000,100000000,100000000,2245,3740,1468,423,1457
500,1627,3058,4927,2600,2678,100000000,1489,2417
600,4293,100000000,100000000,2487,100000000,5257,862,1672
700,5539,1660,3706,2046,3388,715,3787,663
800,4247,1345,3097,7318,4350,2477,2511,1158
900,4078,2566,5915,100000000,4223,6672,16866,100000000
1000,7423,9728,1669,3484,100000000,1701,100000000,4117
